assessment_score,current_proficiency,required_proficiency,gap_percent,project_count,certification_count,role_importance,skill_category,gap_level
60.95,62.27,75.49,17.51,2,0,0.879,Security,LOW
59.36,53.8,82.6,34.87,0,0,1.0,Database,MEDIUM
84.76,88.68,63.47,0.0,2,1,0.967,DevOps,LOW
0.26,0.0,72.66,100.0,0,0,0.902,Testing,HIGH
70.1,66.49,61.62,0.0,3,1,0.848,Data Science,LOW
13.74,17.93,75.52,76.26,2,0,1.0,Data Science,HIGH
44.81,51.47,72.45,28.96,2,0,0.787,Testing,MEDIUM
19.17,28.27,73.19,61.38,0,2,1.0,Backend,HIGH
6.35,6.83,71.01,90.38,1,0,1.0,Database,HIGH
79.71,73.09,70.49,0.0,2,1,0.873,Programming,LOW
73.18,72.51,88.78,18.32,0,2,1.0,Security,LOW
43.91,34.36,79.08,56.55,0,0,0.797,Programming,HIGH
64.83,60.78,89.75,32.28,1,0,0.84,DevOps,MEDIUM
35.64,51.85,78.65,34.07,2,0,0.877,Backend,MEDIUM
26.33,29.37,62.4,52.93,0,1,0.789,Testing,HIGH
30.97,27.92,74.27,62.41,2,0,0.97,Programming,HIGH
7.56,15.64,69.89,77.61,3,1,0.96,DevOps,HIGH
85.97,83.5,81.78,0.0,0,0,0.947,Security,LOW
35.45,23.76,70.58,66.33,1,1,0.916,Security,HIGH
57.71,41.29,83.2,50.37,0,0,0.985,DevOps,HIGH
82.54,64.0,77.62,17.55,0,0,0.719,Programming,LOW
68.12,51.95,89.02,41.64,1,0,0.873,Programming,MEDIUM
46.62,30.94,62.12,50.2,2,0,1.0,Database,HIGH
40.21,40.62,70.67,42.53,2,1,0.685,Database,MEDIUM
32.2,26.13,72.38,63.9,0,1,0.887,Data Science,HIGH
22.73,34.9,74.52,53.16,3,0,0.754,Programming,HIGH
45.57,41.25,82.96,50.27,1,2,0.897,DevOps,HIGH
59.72,56.2,58.57,4.04,2,2,0.921,Security,LOW
41.66,39.5,72.29,45.37,0,1,0.896,DevOps,MEDIUM
35.38,33.64,86.53,61.13,0,0,1.0,Testing,HIGH
80.12,72.5,61.83,0.0,4,2,0.89,DevOps,LOW
47.93,33.83,62.98,46.29,0,2,0.849,Software Engineering,MEDIUM
78.62,74.09,91.78,19.27,1,2,1.0,Data Science,LOW
58.66,50.67,58.11,12.8,0,1,0.891,Programming,LOW
53.94,58.02,78.14,25.74,2,0,0.901,Software Engineering,MEDIUM
53.0,39.66,69.1,42.6,0,0,0.693,Security,MEDIUM
49.65,55.1,71.8,23.27,0,0,0.856,Backend,MEDIUM
19.06,35.43,76.97,53.96,2,1,0.871,Software Engineering,HIGH
55.42,55.3,71.04,22.15,2,0,0.809,DevOps,MEDIUM
94.96,95.46,85.07,0.0,2,0,1.0,Security,LOW
62.28,49.79,71.07,29.95,0,0,0.973,Artificial Intelligence,MEDIUM
92.61,87.17,92.76,6.03,2,0,0.927,General,LOW
63.45,54.7,66.34,17.55,3,2,1.0,DevOps,LOW
16.64,29.82,58.32,48.86,1,0,1.0,Database,MEDIUM
50.61,62.44,73.51,15.05,2,1,0.968,Security,LOW
87.74,75.51,69.88,0.0,1,2,0.963,Testing,LOW
71.41,64.29,70.71,9.07,2,1,0.94,Data Science,LOW
7.59,11.73,68.58,82.9,0,0,1.0,Artificial Intelligence,HIGH
26.67,34.99,70.37,50.27,1,0,1.0,Artificial Intelligence,HIGH
35.57,46.54,65.17,28.59,0,0,0.934,DevOps,MEDIUM
47.33,53.15,84.28,36.93,0,0,0.941,DevOps,MEDIUM
41.17,35.17,60.77,42.13,1,1,0.927,Artificial Intelligence,MEDIUM
40.04,35.24,73.37,51.97,0,0,0.713,DevOps,HIGH
88.73,84.47,74.92,0.0,0,1,0.995,Backend,LOW
32.24,37.17,66.48,44.09,1,0,0.997,Database,MEDIUM
26.05,22.8,70.8,67.79,0,0,1.0,Testing,HIGH
57.37,58.11,71.45,18.67,0,1,0.916,Software Engineering,LOW
96.37,88.43,74.66,0.0,1,1,0.773,Programming,LOW
51.86,63.7,62.11,0.0,2,2,0.5,Software Engineering,LOW
0.0,3.32,60.21,94.48,1,0,0.906,Programming,HIGH
6.96,7.27,56.69,87.17,1,0,0.612,Artificial Intelligence,HIGH
73.03,72.34,77.61,6.78,1,3,1.0,Backend,LOW
7.58,13.34,78.76,83.06,0,1,0.989,Testing,HIGH
59.91,59.16,87.06,32.05,2,1,1.0,General,MEDIUM
14.59,24.28,46.96,48.3,1,3,0.702,Programming,MEDIUM
37.24,49.33,68.04,27.5,3,0,0.724,Backend,MEDIUM
43.24,56.23,68.37,17.76,2,0,0.789,Backend,LOW
48.4,42.78,53.5,20.04,2,1,0.689,Database,MEDIUM
57.56,64.57,64.78,0.32,2,2,0.807,Database,LOW
30.52,37.51,66.96,43.98,0,1,0.96,Security,MEDIUM
49.66,52.65,65.56,19.69,0,0,0.78,Security,LOW
23.37,19.04,62.68,69.62,1,1,0.914,Backend,HIGH
55.17,53.49,84.43,36.64,0,0,0.883,Data Science,MEDIUM
50.0,54.49,66.98,18.64,0,0,0.708,Backend,LOW
52.77,62.5,79.02,20.9,3,1,1.0,Programming,MEDIUM
38.47,39.5,96.95,59.26,0,0,0.869,Software Engineering,HIGH
42.42,42.97,72.56,40.78,4,0,1.0,Security,MEDIUM
62.18,56.83,62.28,8.74,0,1,0.908,Programming,LOW
83.31,73.91,86.1,14.16,2,0,0.99,Programming,LOW
26.86,13.63,81.41,83.26,0,0,0.995,Database,HIGH
80.86,78.9,79.47,0.72,1,2,1.0,Backend,LOW
24.27,38.25,80.16,52.28,0,0,0.891,Testing,HIGH
29.17,19.82,61.8,67.94,0,0,0.88,Artificial Intelligence,HIGH
48.78,47.64,72.81,34.57,2,0,0.745,Artificial Intelligence,MEDIUM
91.95,89.27,75.72,0.0,1,1,0.669,Programming,LOW
29.71,37.96,76.26,50.22,0,1,1.0,Security,HIGH
62.09,47.51,64.1,25.88,3,1,0.921,Security,MEDIUM
91.12,88.97,85.31,0.0,2,1,1.0,Software Engineering,LOW
87.89,62.41,67.14,7.04,2,2,1.0,Backend,LOW
49.26,58.97,61.06,3.41,3,1,1.0,General,LOW
15.6,21.05,77.39,72.81,1,0,0.793,Data Science,HIGH
18.81,35.68,75.04,52.45,2,1,0.813,Database,HIGH
30.98,41.8,71.11,41.21,0,1,0.975,DevOps,MEDIUM
26.23,21.11,76.93,72.56,2,1,0.987,Software Engineering,HIGH
26.44,9.67,64.41,84.99,1,1,0.82,Backend,HIGH
74.87,63.28,75.16,15.8,1,1,1.0,Programming,LOW
20.48,29.34,53.31,44.97,0,2,0.882,Artificial Intelligence,MEDIUM
29.77,32.28,72.17,55.28,0,0,0.93,Backend,HIGH
63.48,61.27,80.24,23.64,2,2,1.0,Software Engineering,MEDIUM
46.38,48.01,63.98,24.97,0,0,0.933,Programming,MEDIUM
69.86,62.29,74.61,16.51,1,0,1.0,Software Engineering,LOW
33.09,24.57,50.24,51.1,2,0,0.644,Backend,HIGH
24.55,35.04,78.65,55.45,0,0,0.974,Artificial Intelligence,HIGH
29.42,23.3,80.59,71.08,1,0,0.843,Data Science,HIGH
32.85,22.97,60.66,62.13,0,0,0.611,General,HIGH
29.31,37.97,79.1,52.0,1,1,0.904,Testing,HIGH
44.82,48.1,84.47,43.05,0,0,0.794,Testing,MEDIUM
89.24,81.98,83.12,1.37,2,0,1.0,Backend,LOW
54.28,54.46,65.86,17.3,2,3,0.836,Artificial Intelligence,LOW
17.96,13.83,56.9,75.7,0,1,0.935,Software Engineering,HIGH
34.24,47.22,78.33,39.72,0,1,0.965,Software Engineering,MEDIUM
72.52,63.65,72.5,12.2,0,0,0.988,Security,LOW
35.84,29.77,71.57,58.4,2,0,0.961,Testing,HIGH
55.67,58.88,71.35,17.47,1,0,0.92,Data Science,LOW
73.43,76.72,72.41,0.0,1,1,0.804,Artificial Intelligence,LOW
61.59,67.91,73.68,7.83,0,0,0.898,General,LOW
64.56,52.64,80.2,34.37,2,0,0.766,Security,MEDIUM
70.03,70.2,84.47,16.89,2,0,0.918,Database,LOW
32.39,22.45,70.24,68.05,3,0,0.741,General,HIGH
25.09,37.92,69.56,45.49,1,2,0.944,DevOps,MEDIUM
84.8,85.6,85.4,0.0,1,0,1.0,Security,LOW
97.31,92.48,68.1,0.0,2,1,0.896,DevOps,LOW
44.05,42.51,77.16,44.9,1,0,0.86,Testing,MEDIUM
54.39,58.88,84.11,30.0,2,0,0.847,Artificial Intelligence,MEDIUM
33.98,41.39,85.94,51.84,1,0,1.0,Artificial Intelligence,HIGH
62.67,60.94,78.29,22.16,3,1,0.856,DevOps,MEDIUM
32.2,36.24,62.78,42.28,0,0,0.935,Programming,MEDIUM
35.9,34.98,56.34,37.91,2,0,1.0,Testing,MEDIUM
27.19,40.89,62.86,34.95,0,1,0.963,Security,MEDIUM
77.93,68.17,77.08,11.56,2,0,0.767,Backend,LOW
70.47,64.29,65.99,2.59,2,0,0.84,Testing,LOW
80.84,69.23,77.25,10.39,0,1,1.0,Database,LOW
74.25,67.92,83.96,19.11,1,2,1.0,Software Engineering,LOW
62.95,61.31,73.16,16.21,4,0,0.845,Artificial Intelligence,LOW
35.25,50.21,64.02,21.57,1,0,0.745,Artificial Intelligence,MEDIUM
35.88,26.47,89.86,70.55,1,0,1.0,General,HIGH
52.44,59.01,76.33,22.69,0,1,0.864,Backend,MEDIUM
81.49,68.04,77.22,11.89,1,0,0.915,Artificial Intelligence,LOW
26.24,24.29,62.22,60.97,2,1,0.901,Backend,HIGH
59.6,60.06,69.06,13.03,4,0,0.651,Database,LOW
31.06,24.87,74.22,66.49,0,0,0.856,Artificial Intelligence,HIGH
30.47,44.62,76.72,41.83,3,0,0.87,Security,MEDIUM
17.82,11.33,74.71,84.84,0,0,1.0,DevOps,HIGH
5.55,7.65,68.15,88.78,0,0,1.0,Security,HIGH
93.36,89.08,86.28,0.0,1,4,0.937,Database,LOW
41.18,40.09,69.55,42.36,2,0,1.0,Security,MEDIUM
23.85,20.47,82.26,75.12,0,0,0.964,General,HIGH
59.34,40.49,61.31,33.96,0,1,0.995,Programming,MEDIUM
48.83,57.78,69.59,16.97,1,0,0.986,General,LOW
24.16,21.96,70.07,68.66,2,0,0.879,Software Engineering,HIGH
16.38,7.36,53.05,86.13,1,0,0.914,Security,HIGH
32.66,33.66,86.85,61.24,1,0,0.982,Artificial Intelligence,HIGH
51.86,49.21,70.22,29.92,0,2,0.588,Backend,MEDIUM
17.75,15.58,81.01,80.76,1,1,0.926,Data Science,HIGH
63.08,62.54,81.62,23.39,3,2,0.793,Programming,MEDIUM
39.97,42.08,58.9,28.56,1,0,0.781,Artificial Intelligence,MEDIUM
44.06,34.64,75.96,54.4,1,0,0.903,General,HIGH
20.47,29.61,71.28,58.46,2,1,1.0,Data Science,HIGH
72.12,66.92,81.15,17.53,1,3,0.657,Programming,LOW
54.99,55.15,68.79,19.82,2,0,0.916,Testing,LOW
75.25,73.75,64.05,0.0,1,2,0.851,Database,LOW
84.52,89.34,85.54,0.0,0,0,0.89,Backend,LOW
77.88,78.45,77.09,0.0,2,0,0.801,Software Engineering,LOW
16.69,21.32,56.89,62.54,0,1,0.998,Artificial Intelligence,HIGH
63.26,54.06,67.52,19.94,0,1,0.997,Data Science,LOW
52.06,46.76,60.96,23.29,1,2,0.943,Database,MEDIUM
75.43,88.02,86.5,0.0,3,2,0.928,Database,LOW
83.98,90.82,86.0,0.0,1,0,1.0,DevOps,LOW
51.1,37.82,68.09,44.45,0,0,0.768,Artificial Intelligence,MEDIUM
54.82,52.97,83.69,36.71,1,1,0.888,Security,MEDIUM
47.56,48.8,80.09,39.06,1,0,0.837,DevOps,MEDIUM
22.82,27.05,63.24,57.23,6,4,1.0,Artificial Intelligence,HIGH
44.38,39.95,70.22,43.1,2,0,0.896,Artificial Intelligence,MEDIUM
41.62,36.53,72.86,49.86,1,0,0.939,Data Science,MEDIUM
73.5,65.98,68.18,3.22,0,1,0.889,Artificial Intelligence,LOW
14.33,13.71,50.85,73.03,2,0,0.856,Data Science,HIGH
41.81,48.07,56.69,15.21,1,0,0.769,DevOps,LOW
34.31,40.77,61.58,33.79,1,0,0.827,Data Science,MEDIUM
51.68,51.82,60.81,14.79,2,0,0.697,Database,LOW
29.89,26.52,83.73,68.33,0,0,0.91,DevOps,HIGH
62.72,69.22,98.34,29.61,2,1,0.987,General,MEDIUM
21.99,24.43,75.58,67.68,1,0,0.805,Security,HIGH
49.95,46.23,61.24,24.52,0,0,0.93,Security,MEDIUM
20.88,30.14,85.08,64.58,0,0,0.946,Software Engineering,HIGH
27.44,37.5,57.33,34.58,1,0,0.899,Data Science,MEDIUM
1.19,15.52,66.3,76.59,0,0,0.9,Artificial Intelligence,HIGH
28.52,29.45,77.07,61.78,1,4,0.963,Data Science,HIGH
13.6,20.28,87.7,76.87,1,0,0.903,Backend,HIGH
34.34,31.55,68.4,53.88,1,0,0.851,Programming,HIGH
33.26,40.6,72.93,44.33,1,2,0.709,Database,MEDIUM
0.32,12.29,73.25,83.22,1,0,1.0,Software Engineering,HIGH
60.02,57.53,72.24,20.35,3,0,1.0,Software Engineering,MEDIUM
48.95,52.69,60.92,13.51,3,1,0.684,Security,LOW
23.11,27.13,77.16,64.84,0,1,0.777,Artificial Intelligence,HIGH
71.69,52.75,69.01,23.56,0,1,0.718,Database,MEDIUM
46.21,45.08,68.97,34.64,1,0,0.888,Data Science,MEDIUM
16.75,16.21,50.57,67.94,1,1,0.804,Backend,HIGH
77.21,93.47,97.28,3.91,2,1,0.927,Security,LOW
22.56,29.77,62.7,52.52,2,0,0.719,Programming,HIGH
15.8,29.0,72.11,59.78,3,1,0.836,Security,HIGH
72.63,53.34,63.07,15.43,2,0,0.874,Security,LOW
36.78,26.1,78.19,66.62,1,0,0.858,General,HIGH
12.34,21.14,80.54,73.75,1,0,0.936,Database,HIGH
40.1,45.43,71.07,36.08,2,1,1.0,Programming,MEDIUM
28.25,29.46,57.17,48.48,3,1,0.794,DevOps,MEDIUM
30.3,35.74,73.61,51.45,0,0,0.941,Artificial Intelligence,HIGH
0.55,23.64,47.66,50.41,1,0,0.809,Programming,HIGH
29.98,38.49,67.42,42.91,2,1,0.872,Database,MEDIUM
68.53,72.14,97.67,26.14,1,0,1.0,Data Science,MEDIUM
44.87,38.94,71.64,45.65,0,0,0.998,General,MEDIUM
38.4,35.37,72.1,50.95,1,1,1.0,DevOps,HIGH
35.42,35.8,64.37,44.39,0,0,0.949,Data Science,MEDIUM
65.75,57.58,73.02,21.15,0,2,0.876,Security,MEDIUM
23.13,11.02,57.31,80.77,1,0,0.846,Backend,HIGH
65.85,56.01,67.56,17.09,4,1,1.0,Software Engineering,LOW
22.74,26.16,45.82,42.9,2,0,0.843,Data Science,MEDIUM
55.09,56.27,63.7,11.67,1,1,0.891,DevOps,LOW
35.47,31.95,62.04,48.51,2,0,0.802,Software Engineering,MEDIUM
52.89,57.33,85.78,33.17,1,0,0.882,Data Science,MEDIUM
32.41,29.52,71.33,58.62,0,0,0.993,General,HIGH
99.97,87.81,75.82,0.0,1,0,0.611,Security,LOW
28.83,38.43,84.85,54.71,1,0,1.0,Backend,HIGH
18.4,19.48,60.11,67.6,3,1,0.75,Software Engineering,HIGH
21.32,11.37,52.84,78.48,0,0,0.99,DevOps,HIGH
83.22,79.73,80.55,1.01,2,1,0.977,DevOps,LOW
83.88,80.73,69.13,0.0,4,1,0.869,General,LOW
10.66,10.07,70.06,85.63,2,0,0.94,Backend,HIGH
40.95,44.33,42.02,0.0,1,3,0.878,Database,LOW
50.13,49.61,74.16,33.11,2,1,0.929,Security,MEDIUM
74.85,83.67,75.35,0.0,1,2,0.823,Data Science,LOW
50.66,51.66,55.08,6.2,2,1,0.67,Programming,LOW
13.76,15.37,66.73,76.96,1,0,1.0,Testing,HIGH
0.0,0.0,83.95,100.0,0,0,0.837,Security,HIGH
55.77,75.33,56.43,0.0,3,0,0.723,Data Science,LOW
51.31,55.9,65.27,14.35,1,0,1.0,Security,LOW
19.66,19.8,61.48,67.79,1,1,1.0,Testing,HIGH
17.48,21.46,54.69,60.75,0,0,0.5,Backend,HIGH
59.47,47.09,72.26,34.83,1,1,0.684,Data Science,MEDIUM
34.61,34.5,76.76,55.06,1,0,0.877,Database,HIGH
100.0,100.0,86.14,0.0,2,0,0.832,Artificial Intelligence,LOW
54.76,48.39,78.14,38.07,0,1,0.967,Backend,MEDIUM
67.62,69.84,88.49,21.08,1,1,0.74,Programming,MEDIUM
39.1,30.77,66.11,53.45,0,0,0.903,DevOps,HIGH
12.61,17.49,87.32,79.97,0,0,0.95,Testing,HIGH
38.15,44.54,67.34,33.87,3,1,0.985,Software Engineering,MEDIUM
52.32,50.81,76.17,33.3,2,1,1.0,General,MEDIUM
62.28,49.06,65.02,24.55,2,1,0.777,Data Science,MEDIUM
22.01,3.41,54.59,93.76,1,0,0.85,DevOps,HIGH
30.24,35.97,55.61,35.32,3,1,0.922,Artificial Intelligence,MEDIUM
67.46,64.48,70.37,8.36,2,1,0.681,Security,LOW
34.0,44.65,67.64,33.99,0,0,1.0,Artificial Intelligence,MEDIUM
73.13,57.87,86.93,33.43,5,1,1.0,Data Science,MEDIUM
54.95,35.77,76.35,53.15,2,0,0.834,DevOps,HIGH
34.59,33.34,74.42,55.2,0,0,0.969,Testing,HIGH
6.09,41.81,69.02,39.42,1,1,0.892,Software Engineering,MEDIUM
62.46,58.86,71.48,17.65,0,0,0.935,DevOps,LOW
20.54,14.48,68.05,78.72,2,0,0.99,Database,HIGH
59.72,55.69,56.19,0.89,3,1,0.68,Programming,LOW
20.34,28.71,68.66,58.19,0,0,0.778,Programming,HIGH
26.7,14.98,62.82,76.15,0,0,0.732,General,HIGH
37.59,40.86,76.01,46.24,1,0,1.0,DevOps,MEDIUM
16.52,21.88,64.64,66.15,0,1,1.0,Software Engineering,HIGH
45.58,40.5,76.38,46.97,2,1,0.894,Software Engineering,MEDIUM
73.95,67.45,74.51,9.47,1,0,0.754,Artificial Intelligence,LOW
28.13,25.28,57.39,55.95,1,0,0.807,Testing,HIGH
80.72,75.74,100.0,24.26,0,1,1.0,Artificial Intelligence,MEDIUM
30.72,37.14,79.09,53.04,0,2,0.83,DevOps,HIGH
29.88,35.55,58.2,38.92,4,2,1.0,Artificial Intelligence,MEDIUM
47.75,39.03,82.28,52.56,0,0,0.981,Testing,HIGH
62.39,43.82,71.01,38.3,2,1,0.808,DevOps,MEDIUM
45.64,52.2,68.3,23.56,1,0,0.865,Software Engineering,MEDIUM
37.1,49.63,75.33,34.12,1,0,0.878,Security,MEDIUM
81.19,64.15,61.3,0.0,0,0,0.89,DevOps,LOW
50.57,41.95,69.4,39.56,0,1,1.0,General,MEDIUM
44.36,42.96,91.6,53.1,0,0,1.0,Testing,HIGH
66.78,65.62,72.5,9.48,1,1,0.964,Database,LOW
0.2,0.25,81.88,99.7,0,1,1.0,DevOps,HIGH
62.62,60.17,59.41,0.0,1,1,0.77,Programming,LOW
60.45,67.99,88.97,23.58,2,0,0.954,Security,MEDIUM
39.9,28.74,76.87,62.62,3,0,0.963,DevOps,HIGH
7.61,14.98,60.18,75.12,0,0,0.851,Testing,HIGH
35.79,43.84,75.7,42.08,0,1,1.0,Data Science,MEDIUM
26.95,23.19,72.52,68.03,3,2,1.0,Software Engineering,HIGH
32.68,27.87,79.95,65.14,0,0,1.0,Artificial Intelligence,HIGH
28.68,36.91,67.0,44.91,1,2,0.914,Artificial Intelligence,MEDIUM
21.34,31.25,71.3,56.17,0,0,0.921,Database,HIGH
29.84,40.63,92.85,56.24,2,0,1.0,Backend,HIGH
81.31,84.38,72.49,0.0,3,0,0.724,General,LOW
40.66,25.4,67.02,62.1,0,0,0.979,Software Engineering,HIGH
37.82,45.93,79.39,42.15,4,0,1.0,Artificial Intelligence,MEDIUM
56.33,44.99,79.6,43.48,1,1,0.831,Software Engineering,MEDIUM
3.48,6.63,61.09,89.14,2,0,0.85,Backend,HIGH
53.84,45.93,67.81,32.27,0,0,0.759,Software Engineering,MEDIUM
19.58,27.95,75.17,62.82,0,0,1.0,General,HIGH
48.51,50.08,65.48,23.52,2,1,0.657,Security,MEDIUM
38.06,51.27,70.7,27.48,1,1,0.836,Data Science,MEDIUM
6.21,0.58,80.76,99.28,0,0,0.898,Backend,HIGH
66.98,68.97,73.2,5.79,1,2,0.974,Programming,LOW
41.41,26.67,54.43,51.0,1,0,0.958,General,HIGH
36.49,31.5,66.34,52.51,0,0,0.889,DevOps,HIGH
35.51,53.38,77.33,30.98,2,1,1.0,Programming,MEDIUM
30.1,28.25,69.89,59.57,0,0,0.762,DevOps,HIGH
53.65,45.76,78.65,41.82,0,0,1.0,Security,MEDIUM
45.37,57.9,71.15,18.62,2,1,0.952,Data Science,LOW
32.92,39.63,51.24,22.65,3,1,0.83,General,MEDIUM
41.01,28.43,76.13,62.66,1,3,0.905,DevOps,HIGH
59.99,70.74,77.56,8.79,4,2,0.896,DevOps,LOW
39.88,37.38,75.57,50.53,0,0,1.0,Security,HIGH
22.61,24.1,70.11,65.62,0,1,0.932,Testing,HIGH
35.84,37.69,81.73,53.88,1,1,0.905,Security,HIGH
15.81,16.46,79.82,79.38,0,2,1.0,Software Engineering,HIGH
21.73,19.09,70.21,72.81,1,0,0.756,Security,HIGH
63.57,62.23,83.45,25.44,2,1,1.0,Programming,MEDIUM
66.04,62.26,77.2,19.35,0,0,0.972,Backend,LOW
50.02,54.17,77.2,29.83,1,0,0.984,Backend,MEDIUM
27.97,26.15,67.83,61.44,0,0,0.726,Database,HIGH
58.84,64.52,87.01,25.85,2,0,0.835,Backend,MEDIUM
79.62,70.92,81.04,12.49,2,1,0.648,Programming,LOW
30.14,23.51,68.24,65.55,0,0,0.976,General,HIGH
35.47,30.12,65.39,53.93,2,0,0.968,Testing,HIGH
44.16,40.04,70.35,43.08,0,1,0.857,Programming,MEDIUM
51.01,46.45,84.85,45.26,1,0,0.942,General,MEDIUM
63.0,60.59,74.62,18.81,2,2,0.835,General,LOW
44.21,46.16,75.05,38.5,0,1,0.944,DevOps,MEDIUM
63.84,66.25,64.5,0.0,2,1,0.601,Database,LOW
43.0,44.73,74.42,39.89,0,0,0.91,Artificial Intelligence,MEDIUM
62.09,69.7,78.64,11.38,0,0,0.963,Database,LOW
58.28,50.96,66.9,23.83,2,0,1.0,Database,MEDIUM
61.24,57.97,75.43,23.15,0,1,0.87,DevOps,MEDIUM
82.74,74.62,77.43,3.64,2,0,0.892,Data Science,LOW
30.9,30.89,78.09,60.44,1,0,1.0,Backend,HIGH
49.45,66.89,63.28,0.0,1,0,1.0,Programming,LOW
46.7,40.21,87.07,53.82,0,0,0.929,Software Engineering,HIGH
34.41,31.93,66.77,52.18,0,3,0.884,Data Science,HIGH
61.03,66.31,69.09,4.02,4,1,0.978,Security,LOW
41.78,46.75,76.83,39.15,0,0,0.812,DevOps,MEDIUM
38.13,36.7,84.86,56.75,1,0,0.963,Security,HIGH
62.76,65.34,82.9,21.19,1,0,0.978,General,MEDIUM
9.65,22.22,66.97,66.82,2,0,0.708,General,HIGH
65.25,70.94,72.82,2.59,0,3,0.958,Software Engineering,LOW
38.32,44.86,85.69,47.65,1,0,1.0,Database,MEDIUM
75.72,77.98,64.2,0.0,0,1,1.0,Backend,LOW
0.0,0.74,63.93,98.85,2,0,0.861,DevOps,HIGH
30.31,28.01,71.83,61.01,1,1,1.0,Database,HIGH
9.82,12.34,57.26,78.44,0,0,0.816,Testing,HIGH
28.97,18.68,68.97,72.91,2,0,0.675,Security,HIGH
61.88,62.76,73.0,14.04,1,1,0.822,Backend,LOW
50.73,53.97,71.31,24.31,0,0,0.75,DevOps,MEDIUM
47.21,49.47,99.75,50.41,2,0,0.855,Programming,HIGH
70.75,68.04,70.29,3.2,3,2,0.928,Data Science,LOW
28.4,22.93,85.09,73.05,1,0,1.0,DevOps,HIGH
71.81,52.46,72.22,27.36,2,1,0.864,Artificial Intelligence,MEDIUM
68.1,65.96,82.29,19.85,0,2,1.0,Backend,LOW
65.01,58.69,79.38,26.07,2,0,0.868,Software Engineering,MEDIUM
71.93,69.0,84.52,18.36,1,0,0.802,Programming,LOW
27.54,24.57,82.1,70.07,0,0,0.9,Programming,HIGH
33.19,41.94,78.74,46.73,0,0,0.584,Artificial Intelligence,MEDIUM
33.47,33.31,95.71,65.19,0,0,1.0,Software Engineering,HIGH
74.45,63.71,62.6,0.0,2,0,1.0,Software Engineering,LOW
88.05,82.38,71.18,0.0,0,2,0.619,Software Engineering,LOW
17.29,26.41,68.76,61.58,0,2,0.766,Testing,HIGH
68.55,73.05,82.64,11.61,2,0,1.0,Data Science,LOW
35.93,44.16,68.94,35.93,0,0,0.998,Database,MEDIUM
47.07,48.51,59.55,18.55,5,0,0.908,Backend,LOW
48.0,33.94,82.7,58.97,0,1,1.0,Security,HIGH
40.96,38.12,82.93,54.03,1,1,0.924,Database,HIGH
55.15,60.45,76.61,21.09,2,1,0.993,Security,MEDIUM
27.05,34.68,69.16,49.85,1,0,0.65,Software Engineering,MEDIUM
69.77,75.72,73.15,0.0,2,1,0.974,Database,LOW
41.89,35.4,67.23,47.35,2,1,1.0,Database,MEDIUM
29.76,31.51,68.9,54.26,3,3,0.9,Database,HIGH
28.65,37.88,67.91,44.22,1,1,0.858,Software Engineering,MEDIUM
15.45,23.82,70.23,66.09,0,0,0.825,Software Engineering,HIGH
38.83,47.42,79.67,40.48,4,1,1.0,Testing,MEDIUM
56.41,57.28,72.34,20.81,0,0,0.917,Backend,MEDIUM
98.08,89.47,78.9,0.0,2,0,1.0,DevOps,LOW
50.29,44.82,51.65,13.23,2,0,0.843,Data Science,LOW
67.0,59.95,72.85,17.72,3,0,0.776,Data Science,LOW
49.07,49.88,62.99,20.81,2,4,1.0,Security,MEDIUM
75.65,72.37,76.16,4.98,1,0,0.759,Backend,LOW
96.36,87.69,81.09,0.0,2,1,0.739,Testing,LOW
8.86,6.91,75.49,90.85,0,0,1.0,DevOps,HIGH
74.53,73.64,76.02,3.12,0,0,1.0,DevOps,LOW
46.75,50.57,82.18,38.47,3,0,1.0,Programming,MEDIUM
83.15,84.69,74.86,0.0,3,2,1.0,Database,LOW
71.82,70.61,79.93,11.66,2,0,1.0,Database,LOW
53.89,64.05,80.98,20.91,0,0,1.0,Data Science,MEDIUM
16.05,18.28,73.76,75.22,1,0,1.0,Testing,HIGH
23.48,32.84,66.76,50.81,1,0,1.0,General,HIGH
50.29,53.31,59.53,10.45,2,0,0.808,General,LOW
2.9,11.04,66.92,83.51,0,0,0.821,Database,HIGH
52.38,35.78,76.13,53.01,1,1,0.97,General,HIGH
41.19,45.19,72.73,37.87,0,1,0.957,General,MEDIUM
63.49,45.52,71.19,36.06,1,0,0.932,General,MEDIUM
28.42,28.99,70.01,58.6,0,0,0.847,Database,HIGH
68.78,58.44,91.48,36.12,1,0,1.0,Artificial Intelligence,MEDIUM
20.9,22.12,57.06,61.24,1,0,0.889,Database,HIGH
68.96,79.47,77.76,0.0,3,0,0.936,DevOps,LOW
48.99,57.84,76.54,24.44,2,1,1.0,Data Science,MEDIUM
41.79,58.26,61.48,5.24,2,1,0.998,DevOps,LOW
34.67,30.75,56.08,45.18,2,0,1.0,Security,MEDIUM
26.18,38.94,80.54,51.65,1,0,1.0,General,HIGH
44.24,36.57,67.97,46.2,1,0,1.0,DevOps,MEDIUM
45.41,39.1,60.69,35.58,0,0,0.931,Programming,MEDIUM
73.82,80.24,90.02,10.86,1,2,0.887,Security,LOW
86.0,70.62,81.1,12.92,2,0,1.0,Programming,LOW
51.52,52.12,76.06,31.48,2,0,0.925,Testing,MEDIUM
14.75,11.37,63.26,82.03,1,0,0.915,Backend,HIGH
54.26,58.04,64.72,10.32,3,0,0.999,DevOps,LOW
